title,date,article_body,link,category,summary,company_name,funds
BigBasket acquires Kerala startup Agrima Infotech,19 February,"Tata-group owned online grocery seller BigBasket has acquired the enterprise business unit of a deep-tech company Agrima Infotech incubated by Kerala Startup Mission (KSUM) with a focus to revolutionise offline retail in the country, the company said on Saturday. BigBasket, a Tata enterprise, will be implementing Kochi-based startup Agrima Infotech’s unique customer vision technology platform, Psyight, at the self-checkout counters of the former’s retail stores, it said in a statement. The financial details of the deal remained undisclosed.The acquisition brings a lot of value to our business. BigBasket will use this expertise on AI (artificial intelligence) and ML (machine learning) to enrich and enhance a whole lot of technological innovation in the company. We look forward to working with Agrima team to build solid innovation in the grocery space, said Hari Menon, CEO of BigBasket.The deal was announced on the sidelines of KSUM’s Huddle Global 2022.  Psyight, created by Anoop Balakrishnan, Arun Ravi and Nikhil Dharman under Agrima Infotech, helps identify all Indian fruits and vegetables uniquely from an image without using barcodes. Describing the acquisition as a ‘milestone’, KSUM Chief Executive Officer John M Thomas said, “It not only reiterates the strength of our startup ecosystem, but shows the great impression firms such as BigBasket have about our startups,” he noted. “I hope the deal would encourage startups to move ahead strongly in their attempt to scale up their business.” Agrima Infotech Co-founder and CEO Anoop Balakrishnan said his startup joining hands with BigBasket will redefine the offline shopping experience in the country. Recently, BigBasket opened its first technology-driven self-service ‘Fresho’ retail store in Bangalore.Bengaluru-based BigBasket's investors include Helion Ventures, CDC, Bessemer Venture Partners and South Korea’s Mirae Asset Venture Investments.In May last year, Tata Sons' subsidiary Tata Digital acquired a 64.3% stake in Supermarket Grocery Supplies (SGS), the parent and business-to-business (B2B) operator of Bigbasket, providing exits for at least two early institutional backers including Alibaba Group and Actis LLP.KSUM is the nodal agency of the Kerala Government for entrepreneurship development and incubation activities in the state.  Agrima Co-Founder and COO Arun Ravi said detecting raw food items such fruits and vegetables uniquely from an image is a complex machine vision problem since the appearance of those items may vary with respect to the location of its origin and seasons. “We have captured thousands of images of each SKU (stock-keeping unit) across the seasons and from different locations to achieve cent per cent accuracy,” he added.BigBasket, which competes with giants Flipkart and Amazon, plans to open 200 physical outlets across the country by fiscal year 2023. It aims to increase that number to 800 stores by 2026.Share article on",https://www.vccircle.com//bigbasket-acquires-kerala-startup-agrima-infotech,Merger/Acquisition,"Tata-group owned online grocery seller BigBasket has acquired the enterprise business unit of a deep-tech company Agrima Infotech incubated by Kerala Startup Mission (KSUM) with a focus to revolutionise offline retail in the country, the company said on Saturday.Recently, BigBasket opened its first technology-driven self-service ‘Fresho’ retail store in Bangalore.Bengaluru-based BigBasket's investors include Helion Ventures, CDC, Bessemer Venture Partners and South Korea’s Mirae Asset Venture Investments.In May last year, Tata Sons' subsidiary Tata Digital acquired a 64.3% stake in Supermarket Grocery Supplies (SGS), the parent and business-to-business (B2B) operator of Bigbasket, providing exits for at least two early institutional backers including Alibaba Group and Actis LLP.KSUM is the nodal agency of the Kerala Government for entrepreneurship development and incubation activities in the state.","['Tata-group', 'BigBasket', 'Kerala Startup Mission', 'BigBasket', 'BigBasket', 'Helion Ventures', 'CDC', 'Bessemer Venture Partners', 'Mirae Asset Venture Investments', ""Tata Sons'"", 'Tata Digital', 'Supermarket Grocery Supplies', 'SGS', 'Alibaba Group', 'the Kerala Government']",[]
M2P Fintech buys core banking solutions provider BSG ITSOFT,16 February,"Chennai-headquartered M2P Solutions, which owns payments infrastructure platform M2P Fintech, on Wednesday said it has acquired core banking solutions provider BSG ITSOFT, for an undisclosed sum. The buyout aims to bolster M2P Fintech to provide a new generation cloud-native platform and position the company so as to offer a fully integrated banking and payments stack built on application programming interface first infrastructure.  The deal will also cater to emerging use cases around blockchain, trade finance.The Mumbai-based BSG offers proprietary technology that leverages data science insights to optimise user experience, the cloud-native platform has a clientele of over 250 co-operative banks, small finance banks and non-banking financial companies (NBFCs).“Globally we are witnessing new and relevant technologies disrupting every aspect of financial services and we realised core banking system is the nucleus of all things fintech. Given that Central banks around the world are building out CBDC, besides all the work that’s happening around the broader applicability of blockchain in financial services, we felt it was opportune to build a core system that can act as a bridge between the legacy infrastructure and the future,” said Madhusudanan R, Co-Founder and CEO of M2P Fintech.    Founder and CEO of BSG, Satish Krishnaswamy, will take up a product leadership role and continue in M2P.    ""Our mission is to modernise banking experience either by replacing the legacy system through our TURING CBS as well as build on top of existing legacy systems through our TURING nCORE platform. Over the past few years, we have been able to enable banks of all sizes to intelligently manage their operations and scale seamlessly,” Krishnaswamy said.    M2P Fintech was founded in 2014 by Madhusudan, Muthukumar A and Prabhu R. The platform claims to provide application programme interface (API) solutions to banks and financial technology companies to develop products around bank accounts and term deposits, in addition to a range of digital payment modes including debt, credit, prepaid, QR, UPI, and toll payments.      M2P has a market presence in India, Nepal, United Arab Emirates, Australia, New Zealand, the Philippines, Bahrain, and Egypt. The company plans to expand its footprint to Indonesia, Bangladesh, Vietnam, and across the MENA region. it operates in over 20 markets across Asia and North Africa.     In September, M2P Fintech acquired credit card-focused fintech startup Wizi and SaaS firm Origa.ai   In October 2021, M2P Fintech raised $35 million in a Series C round of funding led by Tiger Global Management. In March, it raised $10 million in a Series B round of funding co-led by Flourish Ventures and Omidyar Network India.    In January 2022, M2P Solutions raised $56 million (around Rs 420 crore) in a Series C1 round led by New York-based private equity and venture capital firm Insight Partners.   M2P’s existing investors also include BEENEXT, Flourish Ventures, Omidyar Network India, 8i Ventures, and the DMI Group via its investment vehicle Sparkle Fund. To date, the company has raised more than $100 million in the past year.Share article on",https://www.vccircle.com//m2p-fintech-buys-core-banking-solutions-provider-bsg-itsoft,Merger/Acquisition,"Given that Central banks around the world are building out CBDC, besides all the work that’s happening around the broader applicability of blockchain in financial services, we felt it was opportune to build a core system that can act as a bridge between the legacy infrastructure and the future,” said Madhusudanan R, Co-Founder and CEO of M2P Fintech.M2P Fintech was founded in 2014 by Madhusudan, Muthukumar A and Prabhu R. The platform claims to provide application programme interface (API) solutions to banks and financial technology companies to develop products around bank accounts and term deposits, in addition to a range of digital payment modes including debt, credit, prepaid, QR, UPI, and toll payments.","['Central', 'CBDC', 'Co-Founder', 'Fintech', 'API', 'UPI']","['$35 million', '$10 million', '$56 million', 'more than $100 million']"
Everstone Capital may look to acquire franchise owners to consolidate Subway brand,15 February,"Everstone Capital, which recently has bagged the master franchise rights to expand Subway’s operations, is preparing a blueprint to consolidate the existing operations of the US-based fastfood chain brand, at least two individuals familiar with the development told VCCircle.  

The PE fund, as per the individuals, is likely to be ......",https://www.vccircle.com//everstone-capital-may-look-to-acquire-franchise-owners-to-consolidate-subway-brand,Merger/Acquisition,"Everstone Capital, which recently has bagged the master franchise rights to expand Subway’s operations, is preparing a blueprint to consolidate the existing operations of the US-based fastfood chain brand, at least two individuals familiar with the development told VCCircle.The PE fund, as per the individuals, is likely to be ......","['Everstone Capital', 'Subway', 'VCCircle']",[]
Mamaearth parent buys BBlunt for Rs 134 crore to venture into hairstyling segment,14 February,"Honasa Consumer Pvt Ltd, the parent company of Mamaearth and The Derma Co, said in a statement on Monday that the company has bought BBlunt salons, operated by Bhabani Blunt Hair Dressing Pvt Ltd, a subsidiary of Godrej Consumer Products Ltd (GCPL), and BBlunt, a hair colour and styling products brand owned by GCPL for Rs 134 crore to make forays into hair color and hairstyling category. As a part of the transaction, GCPL will be getting Rs 84.5 crore after it divests its 100% stake in BBlunt brand, and the  30% stake that it owns in BBlunt salons. The rest of the proceeds will go to other shareholders including the BBlunt founding team.Honasa Consumer said post the acquisition, BBlunt hair care and styling products business will be completely owned and managed by Honasa Consumer Pvt Ltd, while BBlunt salon business will continue to operate as an independent entity. BBlunt salons’ founding team Adhuna Bhabani, Osh Bhabani and Avan Contractor will continue as Creative Directors of the company, and Spoorthy Shetty as Chief Executive Officer, Honasa Consumer said.BBlunt salons’ acquisition comes at a time when the pandemic-led lockdowns that have now lasted for over 20 months, have crippled demand for the salon business. BBlunt, founded by Adhuna Bhabani and Ashoke Bhabani in late 1990s, had initially started as a salon business, and had then added beauty and styling products to its portfolio. The brand has been endorsed by several Indian film industry actors. BBlunt has products like hair colors, shampoos, dry shampoos, conditioners, styling products, serums and temporary hair colors. BBlunt said that the hair color and hairstyling category market is estimated to be worth Rs 6,000 crore. Honasa Consumer said that it can strengthen BBlunt’s D2C (direct-to-customer) and e-commerce businesses.“Honasa is a strong player in the direct-to-consumer (and) e-commerce space and they see great potential in the brand and the salon heritage that we have. We, the team, are very excited to see what the future holds in this exciting new chapter for the brand,” said Adhuna Bhabani, Founder and Director, BBlunt. Honasa Consumer, which recently joined the coveted unicorn club (private companies with over $1 billion valuation), has been on an acquisition spree as the company is eyeing to build a ‘house of brands,’ a strategy that is fast gaining traction of late. In December, Honasa Consumer had bought content platform Momspresso in a bid to expand its consumer engagement strategies. The company, which counts Sequoia Capital among its backers, had also recently reported a net profit of Rs 24.6 crore for FY21 against a net loss of Rs 5.9 crore in 2019-20 (FY20), VCCircle had reported.“Being a house of brands, Honasa Consumer Pvt Ltd has attained expertise in building millennial brands with a digital-first approach. We will utilize our expertise and proficiency in digital marketing to accelerate the growth and scale of BBlunt. Since the brands synergize on fundamental principles and strong millennial connect, we are confident that BBlunt will be a great addition to the Honasa Consumer portfolio,” said Varun Alagh, Co-founder and Chief Executive Officer, Honasa Consumer Pvt Ltd.Share article on",https://www.vccircle.com//mamaearth-parent-buys-bblunt-for-rs-134-crore-to-venture-into-hairstyling-segment,Merger/Acquisition,"Honasa Consumer Pvt Ltd, the parent company of Mamaearth and The Derma Co, said in a statement on Monday that the company has bought BBlunt salons, operated by Bhabani Blunt Hair Dressing Pvt Ltd, a subsidiary of Godrej Consumer Products Ltd (GCPL), and BBlunt, a hair colour and styling products brand owned by GCPL for Rs 134 crore to make forays into hair color and hairstyling category.The rest of the proceeds will go to other shareholders including the BBlunt founding team.Honasa Consumer said post the acquisition, BBlunt hair care and styling products business will be completely owned and managed by Honasa Consumer Pvt Ltd, while BBlunt salon business will continue to operate as an independent entity.","['The Derma Co', 'GCPL', 'GCPL']",['$1 billion']
Cult.fit to drive Gold's Gym South Asia expansion with stake buy,14 February,"Fitness and wellness platform Cult.fit on Monday said it has picked up a majority stake in F2 Fun & Fitness India Pvt Ltd to become the master franchise partner for Gold’s Gym in India. However, the financial details of the pact were not disclosed.    Cult.fit said it will continue scaling its business nationally, across non-metro cities and towns, as well as house brands like Gold’s Gym into its network to further propel its growth in the coming years.    Gold’s Gym has over 140 outlets across 90 cities and as part of this deal, Cult will be investing in scaling the revenue of existing Gold’s Gym centres through marketing endeavours, and facilitating centre expansion via franchisees in coming years.  It will also be enabling all the Gold’s Gym centres with its tech suite and a customer app.   Cult with this acquisition will also look to expand the Gold’s Gym brand across Sri Lanka, Bangladesh, Maldives, Nepal and Bhutan   “We have a mission to touch 200 clubs in 24 months. Over the last 19 years, we have been privileged to work with the best partners in the fitness industry to successfully build the Gold’s Gym brand in India.  With this partnership, we can now leverage Cult.fit’s strong technology, operations and demand generation capabilities to further empower and enable our high-quality supply to scale,” said Nikhil Kakkar, Chief Operating Officer of Gold’s Gym.    Bishnu Hazari, Chief Financial Officer at Cult.fit said, “Our transaction with Gold’s Gym in India comes at a critical juncture for the fitness ecosystem which is just gearing up for recovery following the pandemic.  This acquisition greatly reinforces Cult.fit's leadership position in the Indian fitness space. It also provides stronger impetus to our growth going into 2023, and enables us to seriously think about going public.”   In May, Bengaluru-based Cure.fit Healthcare rebranded itself to Cult.fit after its flagship fitness vertical.   This is the third acquisition in this space by Cult.fit, in December it acquired at-home cardio-equipment brands RPM fitness, Fitkit, Onefitplus and outdoor bicycles brand, Urban Terrain.    Earlier in June, It acquired Tread, a Bengaluru-based fitness-bike startup in June this year. Share article on",https://www.vccircle.com//cult-fit-to-drive-gold-s-gym-south-asia-expansion-with-stake-buy,Merger/Acquisition,"Gold’s Gym has over 140 outlets across 90 cities and as part of this deal, Cult will be investing in scaling the revenue of existing Gold’s Gym centres through marketing endeavours, and facilitating centre expansion via franchisees in coming years.Over the last 19 years, we have been privileged to work with the best partners in the fitness industry to successfully build the Gold’s Gym brand in India.","['Gold’s Gym', 'Cult', 'Gold’s Gym']",[]
PE/VC investments jump 180% YoY to $4.5 bn in Jan 2022,14 February,"Private equity (PE) and venture capital (VC) firms invested $4.5 billion across 117 deals last month, a 180% year-on-year (YoY) jump from January 2021, which logged $1.6 billion, according to a report by the Indian Venture and Alternate Capital Association (IVCA) and consultancy firm EY.However, deal value in January 2022 remained almost on a par with $4.4 billion in December 2021, the report said.The deal value last month was driven by 13 transactions worth more than $100 million totaling $2.9 billion. This compared to three large deals of over $100 million aggregating $680 million in January 2021 and 12 deals worth totaling $2.8 billion in December 2021.The largest deal in January 2022 saw Alpha Wave, Prosus Ventures, Qatar Investment Authority (QIA), and others invest $700 million in Swiggy.January saw the lowest buyouts, with two deals totaling $133 million. Investments in PIPE (private investments in public stocks) totaled $320 million across four transactions, while credit investments totaled $300 million across 10 transactions.  E-commerce remained the most popular sector, with $1.7 billion in PE/VC investments spread across 20 deals. This was followed by technology, which pulled in $652 million across 18 agreements, and financial services, which received $390 million across 20 deals.  In January 2021, 14 exits totaling $289 million were recorded, compared to $342 million from 10 exits in January 2021 and $825 million from 23 exits in December 2021. Secondary exits had the highest value of $286 million across three deals, while strategic exits had the highest number of deals with 10.  “While secondary exits have driven most of the disclosed exit value, the aggregate exit value could be higher as most strategic deals have not disclosed transaction values. After a spate of PE-backed IPOs in 2021, there were no PE-backed IPOs in January 2022 on account of increased volatility in the mid-cap and small-cap indices and should the current prevailing market volatility persist, February and March 2022 could be similar,” said Vivek Soni, Partner and National Leader Private Equity Services, EY.   The largest fundraise in January was by HDFC Capital Affordable Real Estate Fund that raised its third fund worth $1.9 billion, January recorded a total fundraise of $3 billion across seven funds compared to $854 million raised in January 2021 across eight funds.   “After a two-year decline, fundraising by India focused PE/VC funds has picked-up, with January 2022 recording US$3 billion in fundraises. While majority of the fundraises over the past five years have been sector agnostic, fund raising by technology/internet dedicated funds as well as clean energy related funds has picked up in recent years. Mirroring what has been observed in US and European markets in 2021, we expect 2022 to be a record-setting year for fund raises by Indian dedicated PE/VC funds,” said Soni.Share article on",https://www.vccircle.com//pe-vc-investment-exit-deals-saw-180-yoy-jump-to-4-5-bn-in-jan-2022,Merger/Acquisition,"Private equity (PE) and venture capital (VC) firms invested $4.5 billion across 117 deals last month, a 180% year-on-year (YoY) jump from January 2021, which logged $1.6 billion, according to a report by the Indian Venture and Alternate Capital Association (IVCA) and consultancy firm EY.However, deal value in January 2022 remained almost on a par with $4.4 billion in December 2021, the report said.The deal value last month was driven by 13 transactions worth more than $100 million totaling $2.9 billion.This compared to three large deals of over $100 million aggregating $680 million in January 2021 and 12 deals worth totaling $2.8 billion in December 2021.The largest deal in January 2022 saw Alpha Wave, Prosus Ventures, Qatar Investment Authority (QIA), and others invest $700 million in Swiggy.January saw the lowest buyouts, with two deals totaling $133 million.","['the Indian Venture', 'Alternate Capital Association', 'IVCA', 'Alpha Wave', 'Qatar Investment Authority', 'QIA']","['$4.5 billion', '$1.6 billion', '$4.4 billion', 'more than $100 million', '$2.9 billion', 'over $100 million', '$680 million', '$2.8 billion', '$700 million', '$133 million', '$320 million', '$300 million', '$1.7 billion', '$652 million', '$390 million', '$289 million', '$342 million', '$825 million', '$286 million', '$1.9 billion', '$3 billion', '$854 million', 'US$3 billion']"
Zomato-backed Shiprocket buys majority stake in Glaucus,14 February,"Zomato-backed e-commerce shipping and enablement platform Shiprocket, on Monday said it has acquired a majority stake in Glaucus Supply Chain Solutions, for an undisclosed amount.     The company said that the pact will drive it ramp up solutions’ development to boost speed, accuracy and efficiency in the post-purchase process across trade channels. The Delhi-headquartered Glaucus, launched in 2015 by Vivek Kalra, Nitin Dhingra, Mandeep Kanwal and Jayant Mahto, claims to offer business to business (B2B) distribution, sales return management, direct to consumer (D2C) marketplace fulfilment and managed transportation. ""In an environment where it is becoming increasingly important for every brand to delight their customers with both products and services, it is essential to build innovative, resilient solutions to unlock the next phase of growth for the industry at large.  There is a very clear need to remove the fulfilment complexity across B2B and B2C channels for our clients and help them focus on what they do best - make and sell products,” said Saahil Goel, Co-Founder and CEO of Shiprocket.    Shiprocket has been on an acquisition spree. On January 7, Shiprocket acquired a 75% stake in customer data platform (CDP) Wigzo Tech for an undisclosed amount.      On February 4, Shiprocket invested $1.5 million in Logibricks Technologies Pvt Ltd, a software-as-a-service (SaaS) platform that enables online retailers to manage their end-to-end operations on the post-purchase side.     Shiprocket had also partnered with Mumbai Angels Network, a platform for early-stage investments for ‘The Co-Investment Program’.       In December last year, Shiprocket brought in Zomato as an investor. It raised $185 million (Rs 1380 crore) as part of its Series E funding round, co-led led by Zomato Ltd, Temasek Holdings and Lightrock India.       In July 2021, the company raised $41.3 million (Rs 305 crore) as part of its Series D1 funding round. The funding was co-led by Paypal's corporate VC arm PayPal Ventures, Info Edge Ventures along with existing investor Bertelsmann. In February 2021, it raised $27 million (Rs 200 crore) in an extended Series C round of funding co-led by returning investor Tribe Capital and new backer March Capital.      Operated by Bigfoot Retail Solutions, Shiprocket was founded in 2017 by Gautam Kapoor, Saahil Goel, and Vishesh Khurana.  The platform powers shipping and fulfilment for small and medium enterprises (SMEs), direct-to-consumer (D2C) retailers, and social commerce sellers across multiple categories. Its shipping solutions are present across more than 29,000 pin codes within India and 220 countries across the world.      Shiprocket also claims it delivers packets to more than 66 million consumers annually and is growing 3x year-on-year.  Share article on",https://www.vccircle.com//zomato-backed-shiprocket-acquires-supply-chain-management-firm-glaucus,Merger/Acquisition,"""In an environment where it is becoming increasingly important for every brand to delight their customers with both products and services, it is essential to build innovative, resilient solutions to unlock the next phase of growth for the industry at large.There is a very clear need to remove the fulfilment complexity across B2B and B2C channels for our clients and help them focus on what they do best - make and sell products,” said Saahil Goel, Co-Founder and CEO of Shiprocket.",['Co-Founder'],"['$1.5 million', '$185 million', '$41.3 million', '$27 million']"
Govt to sell 5% of LIC equity via OFS; no fresh issue,13 February,"The government will sell 5% of its stake in the country largest insurer Life Insurance Corporation of India (LIC) through an initial public offering (IPO), which may fetch it Rs 71,000 crore based on the calculated embedded value.The government will put on sale 316,249,885 equity shares through an offer for sale (OFS), according to the draft red herring prospectus (DRHP) filed with the Securities Exchange Board of India (Sebi).""The IPO is 100% OFS by GOI and no fresh issue of shares by LIC. For filing valuation about 31.6 crore shares are on offer representing 5% equity,"" department of investment and public asset management (DIPAM) secretary Tuhin Kanta Pandey tweeted on Sunday evening. At an embedded value of Rs 5.39 trillion, the government is valuing LIC at Rs 15 trillion. Mint reported last week that the government will sell at least 5% equity through stake sale, which will have reservation for employees and policyholders. LIC has a 66% market share in new business premiums with 283 million policies and 1.35 million agents as of 31st March, 2021, according to Pandey.Back of the envelope calculations show the offer size comes to Rs 27,000 crore that can be sold at nearly three times the value coming to Rs 71,000 crore. At this level, the listing will become the largest for the government and the proceeds can help it surpass the divestment target of Rs 78,000 crore set for FY 22. Pandey had earlier said the government aims to bring the largest ever IPO to the market within this financial year, by March 2022.The DRHP specifies that the employee reservation portion shall not exceed 5% of the post-offer equity share capital, which may be offered on a discount. Further, policyholder reservation portion will not exceed 10% of the offer size, which may also be offered on a discount.About 60% of the qualified institutional bidders (QIB) portion may be allocated to anchor investors on a discretionary basis. One third of this portion will be reserved for domestic mutual funds, subject to valid bids at or above anchor investor allocation price.""In the event of under-subscription in the Anchor Investor Portion, the remaining Equity Shares shall be added to the Net QIB Portion,"" the DRHP stated.""Subject to valid Bids being received at or above the Offer Price, under-subscription, if any, in the Non-Institutional Portion or the Retail Portion, would be allowed to be met with spill over from any other category or combination of categories of Bidders at the discretion of our Corporation and the Selling Shareholder in consultation with the Book Running Lead Managers and the Designated Stock Exchange,"" the prospectus stated. Actuarial firm Milliman Advisors LLP India has worked out the embedded value of LIC, while Deloitte and SBI Caps have been appointed as pre-IPO transaction advisors. The government has appointed 10 merchant bankers, including Goldman Sachs (India) Securities Pvt Ltd, Citigroup Global Markets India Pvt Ltd and Nomura Financial Advisory and Securities (India) Pvt Ltd, to manage the mega IPO of the country's largest insurer. Share article on",https://www.vccircle.com//govt-to-sell-5-of-lic-equity-via-ofs-no-fresh-issue,Merger/Acquisition,"The government will sell 5% of its stake in the country largest insurer Life Insurance Corporation of India (LIC) through an initial public offering (IPO), which may fetch it Rs 71,000 crore based on the calculated embedded value.The government will put on sale 316,249,885 equity shares through an offer for sale (OFS), according to the draft red herring prospectus (DRHP) filed with the Securities Exchange Board of India (Sebi).""Subject to valid Bids being received at or above the Offer Price, under-subscription, if any, in the Non-Institutional Portion or the Retail Portion, would be allowed to be met with spill over from any other category or combination of categories of Bidders at the discretion of our Corporation and the Selling Shareholder in consultation with the Book Running Lead Managers and the Designated Stock Exchange,"" the prospectus stated.","['Life Insurance Corporation of India', 'LIC', 'IPO', 'OFS', 'the Securities Exchange Board of India', 'the Non-Institutional Portion', 'the Selling Shareholder', 'the Book Running Lead Managers', 'the Designated Stock Exchange']",[]
PE-backed CredAvenue buys majority stake in 6-year old Fintech firm,14 February,"CredAvenue, a debt marketplace for financial services firms and enterprises, has acquired around 75% stake in Mumbai-based Spocto Solutions Pvt Ltd, a collections solution provider in the debt management space, according to two people aware of the development.  

Chennai-based CredAvenue is likely to have sealed the deal anywhere between ₹300 ......",https://www.vccircle.com//pe-backed-credavenue-buys-majority-stake-in-6-year-old-fintech-firm,Merger/Acquisition,"CredAvenue, a debt marketplace for financial services firms and enterprises, has acquired around 75% stake in Mumbai-based Spocto Solutions Pvt Ltd, a collections solution provider in the debt management space, according to two people aware of the development.Chennai-based CredAvenue is likely to have sealed the deal anywhere between ₹300 ......","['CredAvenue', 'Spocto Solutions Pvt Ltd', 'CredAvenue']",[]
CritiCare Asia Multispecialty buys Kohinoor Hospital,11 February,"Mumbai-based CritiCare Asia Multispecialty Hospital and Research Center on Friday said it has acquired Kohinoor Hospital.With this acquisition, CritiCare Asia will have three facilities in Mumbai and will increase its bed capacity by 250, the company said in a statement, without disclosing the financial details of the transaction.The company is also nearing the completion of a new hospital in Malad West Linking Road that will be operational soon, it added.""The acquisition is an extension of CritiCare’s commitment to providing accessible and quality healthcare for all sections of society,"" said Deepak Namjoshi, Medical Director, CritiCare Asia.CritiCare Asia was founded in 1999 by Deepak Namjoshi and Masuuma Namjoshi. Kohinoor Hospital was founded in December 2009 by Unmesh Manohar Joshi.The healthcare sector, as a whole, was brimming with activity in 2021. The hospital segment had its own share of mergers and acquisitions (M&As), private equity (PE) deals and initial public offerings (IPOs).For instance, Manipal Hospitals continued on its acquisition spree last year and bought PE firm Multiples-owned Vikram Hospital. The acquisition came after Manipal raised Rs 2,100 crore from National Investment and Infrastructure Fund (NIIF) in April.Last year in June, General Atlantic-backed hospital chain Krishna Institute of Medical Sciences (KIMS) listed on the exchanges, and a few months later bought majority stake in Sunshine Hospitals.Share article on",https://www.vccircle.com//criticare-asia-multispecialty-buys-kohinoor-hospital,Merger/Acquisition,"Mumbai-based CritiCare Asia Multispecialty Hospital and Research Center on Friday said it has acquired Kohinoor Hospital.With this acquisition, CritiCare Asia will have three facilities in Mumbai and will increase its bed capacity by 250, the company said in a statement, without disclosing the financial details of the transaction.The company is also nearing the completion of a new hospital in Malad West Linking Road that will be operational soon, it added.The acquisition came after Manipal raised Rs 2,100 crore from National Investment and Infrastructure Fund (NIIF) in April.Last year in June, General Atlantic-backed hospital chain Krishna Institute of Medical Sciences (KIMS) listed on the exchanges, and a few months later bought majority stake in Sunshine Hospitals.Share article on","['CritiCare Asia Multispecialty Hospital and Research Center', 'Kohinoor Hospital', 'National Investment and Infrastructure Fund', 'Krishna Institute of Medical Sciences', 'Sunshine Hospitals']",[]
Crypto exchange Binance to take $200 mln stake in Forbes,10 February,"Major cryptocurrency exchange Binance will make a $200 million investment in Forbes, the media company said on Thursday, with the platform taking a stake through a publicly traded special purpose acquisition company (SPAC).The investment by Binance, the world's biggest crypto exchange by trading volumes, will replace half of the $400 million in commitments from investors already announced by Forbes and SPAC Magnum Opus Acquisition Limited.The deal is expected to close by the end of March, Forbes and Magnum Opus said in a statement""The transactions with Magnum Opus and Binance are expected to help Forbes maximize its brand and enterprise values,"" the media company said.Forbes said in August that it would go public with SPAC company Magnum Opus in an attempt to build on its digital transition and pursue further chance for growth.In February last year, Binance dropped a lawsuit against Forbes. It had in 2020 sued the company and two journalists over a story Forbes published regarding the exchange's corporate structureShare article on",https://www.vccircle.com//crypto-exchange-binance-to-take-200-mln-stake-in-forbes,Merger/Acquisition,"Major cryptocurrency exchange Binance will make a $200 million investment in Forbes, the media company said on Thursday, with the platform taking a stake through a publicly traded special purpose acquisition company (SPAC).The investment by Binance, the world's biggest crypto exchange by trading volumes, will replace half of the $400 million in commitments from investors already announced by Forbes and SPAC Magnum Opus Acquisition Limited.The deal is expected to close by the end of March, Forbes and Magnum Opus said in a statement""The transactions with Magnum Opus and Binance are expected to help Forbes maximize its brand and enterprise values,"" the media company said.Forbes said in August that it would go public with SPAC company Magnum Opus in an attempt to build on its digital transition and pursue further chance for growth.In February last year, Binance dropped a lawsuit against Forbes.It had in 2020 sued the company and two journalists over a story Forbes published regarding the exchange's corporate structureShare article on","['Binance', 'Forbes', 'SPAC Magnum Opus Acquisition Limited', 'Forbes', 'Magnum Opus', 'Forbes', 'Forbes', 'SPAC', 'Binance', 'Forbes']","['$200 million', '$400 million']"
ShareChat acquires rival MX Taka Tak,10 February,"Homegrown social media platform ShareChat — the parent company of short-video platform Moj — announced a “strategic merger” with Times Internet-owned MX Taka Tak today. The deal, which was first reported by Mint in October 2021, will see Sharechat controlling both the platforms — Moj and Taka Tak. The company said that the combined platform will have 100 million creators and 300 million monthly active users (MAUs).Following the transaction, MX Media Co. Ltd and its shareholders will become strategic shareholders of ShareChata. The company said that MX Taka Tak will continue to function as a separate platform “for now” but the creator base, content supply and recommendation algorithms of the two platforms will be integrated. Taka Tak will also gain access to camera technology from US-based Snapchat, which is an investor in ShareChat.“With this development, we aim to build the largest original content platform on Moj along with the largest community of users across India,” said Ankush Sachdeva, chief executive and co-founder of ShareChat and Moj, said, in a statement. Neither company has confirmed the deal value at this time, but a Reuters report earlier said that the deal value could be around $700 million.The acquisition is a sign of consolidation in India’s short-video market. Platforms like Moj, MX Taka Tak, ad-tech giant InMobi’s Roposo, and more, had all gained from the government’s ban on Chinese TikTok two years ago. Since then, platforms like Roposo have pivoted to Live Video.ShareChat’s parent firm, Mohalla Tech, employs over 2000 people at the moment, while MX Taka Tak has nearly 150. Employees from Taka Tak are also going to join ShareChat, and the acquisition will help bolster its position in the short-video market here. An October 2021 report from Bain and Company, said that Moj already led India’s short video market, 85% of which is accounted for by the top five players. Taka Tak, unicorn DailyHunt-owned Josh, Roposo and Chinese Zili took the next four spots, respectively.The report also noted that India’s online video user base had scaled to 350 million, growing at double the rate of countries like China and Indonesia.Mohalla Tech has raised over $1 billion till date, according to business information platform Crunchbase. The company had raised $266 million as part of its Series G funding round in December 2021, at a valuation of $3.7 billion. At the time, two people aware of developments told Mint that the company is looking to raise $500 million as part of this round, which will raise its valuation to around $5 billion.Share article on",https://www.vccircle.com//india-s-sharechat-buys-rival-mx-s-short-video-app-in-700-mln-deal-sources-say,Merger/Acquisition,"The company said that MX Taka Tak will continue to function as a separate platform “for now” but the creator base, content supply and recommendation algorithms of the two platforms will be integrated.Taka Tak will also gain access to camera technology from US-based Snapchat, which is an investor in ShareChat.“With this development, we aim to build the largest original content platform on Moj along with the largest community of users across India,” said Ankush Sachdeva, chief executive and co-founder of ShareChat and Moj, said, in a statement.",['Snapchat'],"['around $700 million', 'over $1 billion', '$266 million', '$3.7 billion', '$500 million', 'around $5 billion']"
